bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,sqft_living15,sqft_lot15,l1area,l2area,l3area,yearsstand,yearsrenovated
4,1.75,2360,6000,1,0,0,3,7,1280,1080,47.6465,-122.357,1700,3460,8360,5160,2360,60,60
3,2.75,3510,92347,2,0,0,3,10,3510,0,47.3735,-122.018,2970,37070,95857,40040,3510,25,25
2,1,1020,5000,1,0,0,4,7,1020,0,47.6781,-122.363,1480,5000,6020,6480,1020,98,98
2,2.5,1410,1281,2,0,0,3,8,1090,320,47.5659,-122.37,1410,2550,2691,3960,1410,7,7
3,2.5,2010,6857,1,0,0,4,9,1450,560,47.6402,-122.314,2380,6370,8867,8750,2010,59,59
4,1.75,1970,10358,1,0,0,3,8,1540,430,47.7719,-122.255,1900,10358,12328,12258,1970,37,37
3,1,1010,7633,1,0,0,4,6,1010,0,47.3781,-122.314,1190,8386,8643,9576,1010,53,53
5,1,1810,11205,1,0,2,3,7,1810,0,47.5099,-122.262,1860,7965,13015,9825,1810,99,99
3,2.5,2000,8057,1,0,0,3,8,1360,640,47.3724,-122.107,2530,8964,10057,11494,2000,17,17
3,1,1500,3920,1,0,0,3,7,1000,500,47.6718,-122.359,1640,4017,5420,5657,1500,67,67
4,2.25,2020,5800,1,0,3,4,9,1760,260,47.6471,-122.412,3100,5800,7820,8900,2020,73,73
3,2.5,2040,3810,2,0,0,3,8,2040,0,47.3537,-122,2370,4590,5850,6960,2040,9,9
4,3.75,5850,35070,2,0,0,4,12,4410,1440,47.5485,-122.124,4830,36200,40920,41030,5850,25,25
2,1.75,1530,5000,2,0,0,4,7,1260,270,47.6755,-122.37,1470,5000,6530,6470,1530,26,26
3,2,1800,12669,1,0,0,3,7,1800,0,47.6935,-122.173,1970,9775,14469,11745,1800,58,24
4,2.5,2780,11904,1,0,1,5,8,1730,1050,47.6209,-122.216,3590,13860,14684,17450,2780,64,64
3,2,1460,9759,1,0,0,5,7,1460,0,47.6644,-122.144,1620,8421,11219,10041,1460,42,42
3,1,1570,7727,1,0,2,4,8,1270,300,47.4821,-122.192,2440,7727,9297,10167,1570,57,57
5,2.5,2410,8960,1,0,0,5,7,1600,810,47.7372,-122.2,2410,11514,11370,13924,2410,36,36
3,2.5,1710,1296,3,0,0,3,8,1510,200,47.6963,-122.342,1610,1282,3006,2892,1710,10,10
3,2,1720,10098,1,0,0,4,8,1140,580,47.6231,-122.043,1840,10098,11818,11938,1720,34,34
4,3,3180,4649,2,0,0,4,9,2070,1110,47.6583,-122.273,2720,5980,7829,8700,3180,89,89
3,2,1580,4010,1,0,0,4,7,790,790,47.6769,-122.371,1350,5350,5590,6700,1580,105,105
3,2.5,2970,11985,1,0,0,3,9,1770,1200,47.6359,-122.052,2990,12049,14955,15039,2970,19,19
3,2.5,2430,5715,2,0,0,3,7,2430,0,47.3718,-122.168,3040,5702,8145,8742,2430,16,16
1,1,970,7639,1,0,0,4,5,570,400,47.4655,-122.346,1360,7380,8609,8740,970,95,95
4,1.5,2440,8040,1,0,0,4,8,1440,1000,47.7081,-122.374,2140,7920,10480,10060,2440,64,64
2,1,1090,6771,1,0,0,3,6,1090,0,47.5185,-122.352,1200,4992,7861,6192,1090,60,60
4,1,1480,3750,1,0,0,4,7,1480,0,47.6737,-122.354,1570,3750,5230,5320,1480,103,103
2,1,828,4524,1,0,0,3,6,828,0,47.2655,-122.244,828,5402,5352,6230,828,47,8
2,1.75,1570,1108,3,0,0,3,9,1570,0,47.6215,-122.2,1940,1160,2678,3100,1570,8,8
2,1.5,1570,3600,1,0,2,4,7,1320,250,47.6366,-122.363,2140,3600,5170,5740,1570,108,108
3,1.75,1550,7820,1,0,0,4,7,1210,340,47.717,-122.163,1550,6900,9370,8450,1550,33,33
1,0.75,380,15000,1,0,0,3,5,380,0,47.481,-122.323,1170,15000,15380,16170,380,51,51
4,1.75,1250,8840,1,0,0,4,7,910,340,47.4138,-122.317,1410,8378,10090,9788,1250,35,35
3,1.5,1290,7100,1,0,0,3,6,1290,0,47.4227,-122.332,1300,7183,8390,8483,1290,60,60
3,1.75,1490,6269,1,0,0,4,6,990,500,47.4917,-122.188,1490,7722,7759,9212,1490,71,71
3,2.5,2620,6842,2,0,0,3,7,2620,0,47.6846,-122.037,2280,4800,9462,7080,2620,13,13
4,2.25,2360,15860,1,0,0,3,9,2360,0,47.6307,-122.051,2650,11798,18220,14448,2360,38,38
3,2.25,2630,9705,2,0,2,4,8,2630,0,47.6485,-122.121,2640,14284,12335,16924,2630,28,28
5,3.5,3420,6403,2,0,2,3,8,2700,720,47.5162,-121.874,2710,6038,9823,8748,3420,2,2
4,2.25,1960,10275,2,0,0,3,7,1960,0,47.6887,-122.124,1560,10275,12235,11835,1960,49,49
5,2.75,2720,4680,1,0,0,4,8,1710,1010,47.6612,-122.363,1670,4800,7400,6470,2720,102,102
2,1,1020,15000,1,0,0,3,6,1020,0,47.4956,-122.321,1480,14519,16020,15999,1020,82,82
3,1,1250,8000,1,0,0,3,7,1250,0,47.5065,-122.337,1040,6973,9250,8013,1250,59,59
5,2.75,3847,17654,1,0,2,5,9,2299,1548,47.3379,-122.322,2690,15344,21501,18034,3847,39,39
2,1.5,1050,1046,2,0,0,3,8,960,90,47.6028,-122.309,1470,1768,2096,3238,1050,7,7
3,2.75,3530,69834,2,0,0,3,10,3530,0,47.6377,-121.995,3560,74256,73364,77816,3530,20,20
3,2.25,2630,12899,2,0,0,4,9,2630,0,47.5479,-122.233,3140,15320,15529,18460,2630,49,49
5,5.5,7400,18898,2,0,3,3,13,6290,1110,47.5431,-122.112,6110,26442,26298,32552,7400,13,13
4,2.25,2360,7733,2,0,0,3,8,2360,0,47.4403,-122.137,2160,7733,10093,9893,2360,32,32
3,2,2090,5015,1,0,0,5,7,2090,0,47.6378,-122.301,1930,4250,7105,6180,2090,94,94
5,2.75,2870,6593,2,0,0,3,9,2870,0,47.7075,-122.102,3150,6593,9463,9743,2870,8,8
2,1.5,1650,7311,1,0,0,3,7,860,790,47.7772,-122.357,1660,7255,8961,8915,1650,36,36
2,2,1210,740,2,0,0,3,8,780,430,47.6206,-122.3,1480,1171,1950,2651,1210,1,1
3,2.5,1690,2752,2,0,0,3,8,1690,0,47.6332,-122.108,1690,2855,4442,4545,1690,36,36
3,1.5,1280,2114,1,0,0,3,8,1280,0,47.6174,-122.308,1540,1456,3394,2996,1280,110,110
2,1,1100,3500,1,0,0,5,7,1100,0,47.6741,-122.323,2050,4000,4600,6050,1100,106,106
2,1.5,1560,10807,1,0,0,2,7,1560,0,47.4444,-122.509,1660,196591,12367,198251,1560,65,65
3,1.5,1200,9720,1,0,0,4,7,1200,0,47.4225,-122.153,1380,10284,10920,11664,1200,49,49
4,1,1470,6061,1,0,0,3,7,1470,0,47.4819,-122.289,1230,6175,7531,7405,1470,69,69
2,1.5,1450,6258,1,0,0,4,8,1450,0,47.3785,-122.322,1460,5375,7708,6835,1450,31,31
3,1.75,1300,3844,1,0,0,3,7,1300,0,47.7024,-122.355,1290,3844,5144,5134,1300,29,29
4,2.5,2970,9072,2,0,0,3,10,2970,0,47.562,-122.114,2740,8729,12042,11469,2970,24,24
3,2,1451,7159,1,0,0,3,7,1451,0,47.3754,-122.163,2303,6126,8610,8429,1451,5,5
3,2.25,2260,17114,2,0,0,3,7,2260,0,47.7537,-122.296,2360,14893,19374,17253,2260,25,25
4,2.5,3470,32109,2,0,0,3,10,3470,0,47.7311,-122.036,3800,35181,35579,38981,3470,19,19
2,1,920,4095,1,0,0,4,6,920,0,47.5484,-122.278,1460,4945,5015,6405,920,100,100
4,2.5,3230,256132,2,0,0,3,9,3230,0,47.6544,-121.998,3080,217800,259362,220880,3230,9,9
3,2.5,2480,9041,2,0,0,3,7,2480,0,47.6797,-122.035,2480,6500,11521,8980,2480,10,10
4,1,1210,6380,1,0,0,3,7,1210,0,47.6924,-122.321,1340,6380,7590,7720,1210,78,78
3,1.75,2070,9827,1,0,0,4,7,1420,650,47.522,-122.05,2150,9827,11897,11977,2070,48,48
3,2.5,1680,1683,2,0,0,3,9,1120,560,47.6424,-122.374,1610,1249,3363,2859,1680,1,1
5,3.5,4890,12039,2,0,0,3,9,3590,1300,47.7338,-122.208,4590,10079,16929,14669,4890,0,0
5,1.75,1840,10453,1,0,2,3,8,1360,480,47.4508,-122.368,2250,11250,12293,13500,1840,66,66
6,4,5110,7128,2,0,0,4,11,5110,0,47.6285,-122.304,4110,6480,12238,10590,5110,109,109
1,1,660,3570,1,0,0,3,6,660,0,47.5659,-122.284,1520,4080,4230,5600,660,109,109
3,1.5,1900,5000,1,0,0,3,7,1640,260,47.6779,-122.294,2090,5000,6900,7090,1900,89,89
5,2.75,2060,329903,1,0,3,5,7,2060,0,47.1776,-121.944,2240,220232,331963,222472,2060,26,26
4,3.75,3600,16101,1,0,0,3,9,3600,0,47.6308,-122.287,3650,9506,19701,13156,3600,64,64
4,1,1440,8250,1,0,0,3,7,1440,0,47.4325,-122.291,1440,8466,9690,9906,1440,55,55
3,1.5,1280,9600,1,0,0,4,7,1280,0,47.6922,-122.163,1510,10005,10880,11515,1280,54,54
2,1,800,5000,1,0,0,3,7,800,0,47.6751,-122.372,1410,5000,5800,6410,800,108,108
6,3.75,4210,6105,2,0,0,3,9,3280,930,47.5211,-122.157,3820,6368,10315,10188,4210,7,7
4,2.5,2720,7043,2,0,0,3,9,2720,0,47.3315,-122.169,2640,6958,9763,9598,2720,11,11
7,3.25,4340,8521,2,0,0,3,7,2550,1790,47.52,-122.338,1890,8951,12861,10841,4340,28,28
3,2,1520,11067,1,0,0,3,7,1140,380,47.6326,-122.033,1280,11371,12587,12651,1520,31,31
2,1.5,2060,10880,1,0,0,3,6,1190,870,47.515,-122.362,1430,8781,12940,10211,2060,90,90
4,2.5,2547,4800,2,0,0,3,9,2547,0,47.2592,-122.194,2598,4800,7347,7398,2547,1,1
3,2.25,1480,7200,1,0,0,3,7,1190,290,47.3037,-122.375,1830,7200,8680,9030,1480,40,40
5,2.5,2450,5047,2,0,0,3,8,2450,0,47.7724,-122.168,2450,4478,7497,6928,2450,8,8
3,1,1040,5000,1,0,0,3,7,1040,0,47.5122,-122.358,1440,5000,6040,6440,1040,55,55
3,2,2060,7000,1,0,0,4,9,2060,0,47.5644,-122.012,2110,7000,9060,9110,2060,26,26
4,1.5,1800,10150,1,0,0,4,7,1800,0,47.7325,-122.242,1630,10660,11950,12290,1800,57,57
5,2.25,2710,19800,1,0,0,5,9,1910,800,47.5958,-122.175,2120,16400,22510,18520,2710,55,55
4,2.5,2690,32780,2,0,0,3,9,2690,0,47.6612,-121.955,2840,36555,35470,39395,2690,17,17
4,2.75,2640,5000,2,0,0,3,9,1840,800,47.6619,-122.275,2010,5000,7640,7010,2640,72,11
1,1,1140,6700,1,0,0,3,7,1140,0,47.6958,-122.357,1350,6700,7840,8050,1140,94,94
3,1.75,2050,4080,2,0,0,3,8,2050,0,47.6698,-122.325,1890,4080,6130,5970,2050,23,23
3,2.25,1413,3403,2,0,0,3,8,1413,0,47.4196,-122.193,1763,3719,4816,5482,1413,6,6
4,1,1960,3194,2,0,0,3,7,1960,0,47.6005,-122.296,1870,4200,5154,6070,1960,107,107
2,1.5,1000,5125,1,0,0,3,7,1000,0,47.6926,-122.347,1090,5100,6125,6190,1000,72,46
3,1.75,1810,8048,1,0,0,4,7,1290,520,47.4484,-122.194,1550,9081,9858,10631,1810,31,31
4,2,5461,22880,1,0,0,4,9,3265,2196,47.3557,-122.29,1940,10995,28341,12935,5461,51,51
4,2.75,2150,9163,1,0,0,3,8,1340,810,47.266,-122.307,2260,7750,11313,10010,2150,22,22
4,2,3740,32417,2,0,0,3,9,3740,0,47.6728,-122.012,3180,32417,36157,35597,3740,14,14
5,2.75,2910,36250,1,0,0,3,8,1590,1320,47.5916,-122.076,2910,37376,39160,40286,2910,37,37
3,2.5,1680,10455,2,0,0,3,8,1680,0,47.7229,-122.11,1860,10063,12135,11923,1680,33,33
3,3.5,1790,1288,3,0,0,3,8,1390,400,47.651,-122.384,1560,1426,3078,2986,1790,15,15
3,2.5,2200,7350,1,0,0,5,8,1570,630,47.4395,-122.161,2350,7557,9550,9907,2200,26,26
6,2,2610,9132,1,0,0,4,8,1320,1290,47.622,-122.14,2170,8000,11742,10170,2610,50,50
3,2.5,1626,1583,2,0,0,3,8,1419,207,47.6031,-122.309,1400,1583,3209,2983,1626,8,8
3,1,1030,15264,1,0,0,4,7,1030,0,47.5016,-122.168,1430,14840,16294,16270,1030,53,53
3,1.75,1140,8558,1,0,0,4,7,1140,0,47.7027,-122.198,1490,10530,9698,12020,1140,32,32
2,1,1300,44431,1,0,0,5,6,1300,0,47.327,-122.267,1470,14850,45731,16320,1300,56,56
4,2.25,1740,10875,1,0,0,3,8,1740,0,47.5132,-122.157,1680,10701,12615,12381,1740,47,47
3,2.25,2000,7225,2,0,0,4,7,2000,0,47.349,-122.167,1950,7464,9225,9414,2000,30,30
5,3.5,3490,9680,2,0,4,3,9,2460,1030,47.7757,-122.391,3080,13489,13170,16569,3490,34,34
3,1,1080,6250,1,0,0,2,5,1080,0,47.5045,-122.33,1070,6250,7330,7320,1080,64,64
3,2,1640,13249,1,0,0,3,7,1640,0,47.3589,-122.281,1640,9240,14889,10880,1640,19,19
4,3.5,3390,3979,2,0,0,3,9,2610,780,47.6482,-122.408,3350,4165,7369,7515,3390,0,0
2,1,960,223898,1,0,0,3,6,960,0,47.6668,-121.892,1830,230868,224858,232698,960,29,29
3,2.5,1480,15639,2,0,0,3,8,1480,0,47.4723,-121.746,1480,16454,17119,17934,1480,27,27
4,2.5,2510,47044,2,0,0,3,9,2510,0,47.7699,-122.085,2600,42612,49554,45212,2510,27,27
4,2.5,2320,4683,2,0,0,3,7,2320,0,47.3349,-122.059,2230,5750,7003,7980,2320,7,7
4,2.75,2330,14175,1,0,0,3,7,1800,530,47.4193,-122.194,1480,10125,16505,11605,2330,34,34
4,2.5,2790,45902,2,0,0,3,9,2790,0,47.7674,-122.086,2890,42421,48692,45311,2790,27,27
4,2,2450,4400,1,0,0,3,7,1450,1000,47.6414,-122.327,1890,1386,6850,3276,2450,102,35
4,2.5,3110,6930,2,0,0,3,9,3110,0,47.7011,-122.112,3090,7000,10040,10090,3110,10,10
3,1.75,1330,9831,1,0,0,3,7,1330,0,47.3304,-122.277,1330,7500,11161,8830,1330,27,27
3,2.5,2820,5001,2,0,0,3,9,2820,0,47.5533,-121.992,2660,5001,7821,7661,2820,10,10
2,1,870,3121,1,0,0,4,7,870,0,47.6659,-122.369,1570,1777,3991,3347,870,91,91
4,3.5,3350,9681,1,0,1,3,7,2140,1210,47.3978,-122.322,2580,9681,13031,12261,3350,34,34
4,1,1560,7980,1,0,0,4,7,1170,390,47.5093,-122.387,1570,7980,9540,9550,1560,76,76
4,1.75,1790,11801,1,0,0,4,8,1790,0,47.5172,-122.17,2000,12988,13591,14988,1790,41,41
3,2,1670,11337,1,0,1,4,7,1670,0,47.6602,-122.188,2210,11337,13007,13547,1670,55,55
4,3.25,2850,4100,2,0,3,3,10,1820,1030,47.6147,-122.285,2130,4200,6950,6330,2850,106,11
3,2.5,1730,4286,2,0,0,3,7,1730,0,47.432,-122.329,1780,4343,6016,6123,1730,16,16
3,2.25,2000,8030,1,0,0,4,8,1000,1000,47.6188,-122.114,2070,8250,10030,10320,2000,51,51
4,2.75,3310,50951,2,0,0,3,9,3310,0,47.7249,-122.027,3230,39340,54261,42570,3310,16,16
4,1.75,2710,11400,1,0,0,4,9,1430,1280,47.561,-122.153,2640,11000,14110,13640,2710,38,38
3,2,2250,7757,1,0,0,3,8,2250,0,47.2684,-122.308,1970,6866,10007,8836,2250,23,23
4,2.5,3020,7035,2,0,4,3,9,3020,0,47.5344,-121.874,3020,6771,10055,9791,3020,14,14
4,2.25,1950,9800,1,0,0,3,8,1330,620,47.666,-122.178,2170,9800,11750,11970,1950,46,46
2,2.5,1880,40575,1,0,0,3,9,1880,0,47.5614,-121.899,1930,32935,42455,34865,1880,28,28
4,2.5,3360,22111,2,0,0,3,10,3360,0,47.5951,-122.017,3150,11374,25471,14524,3360,20,20
5,3.25,4860,23723,2,0,2,4,11,3820,1040,47.5767,-122.215,4040,13860,28583,17900,4860,25,25
4,2.5,2380,6124,2,0,0,3,8,2380,0,47.3662,-122.175,2170,6097,8504,8267,2380,17,17
3,1.75,1480,7040,1,0,0,3,7,1480,0,47.6723,-122.169,2040,7810,8520,9850,1480,40,40
6,2.75,3600,9675,1,0,2,4,9,1940,1660,47.5726,-122.213,2990,9675,13275,12665,3600,37,37
4,3.5,4340,5500,2,0,0,3,10,2850,1490,47.6427,-122.397,1290,5500,9840,6790,4340,6,6
4,2.5,3030,10189,1,0,0,3,9,2380,650,47.6367,-122.206,1940,10189,13219,12129,3030,11,11
4,2.5,2470,6116,1,0,0,3,7,1420,1050,47.3792,-122.047,1670,7627,8586,9297,2470,29,29
5,3,3070,8474,2,0,0,3,9,3070,0,47.6852,-122.184,3070,8527,11544,11597,3070,3,3
3,1.75,2050,3520,1,0,0,4,7,1070,980,47.5536,-122.399,2050,16083,5570,18133,2050,37,37
3,1,1360,9310,1,0,0,4,7,1020,340,47.4901,-122.185,1480,8330,10670,9810,1360,34,34
3,1,930,9900,1,0,0,4,5,930,0,47.3745,-122.231,930,7200,10830,8130,930,105,105
3,1.5,1280,15028,1,0,0,3,7,1280,0,47.6304,-122.035,1470,13698,16308,15168,1280,33,33
3,1,920,7500,1,0,0,4,7,920,0,47.3791,-122.289,1660,8000,8420,9660,920,45,45
3,1,2200,21450,1,0,0,4,9,1600,600,47.4527,-122.372,1880,11250,23650,13130,2200,63,63
3,2.5,2810,435600,2,0,0,3,9,2810,0,47.4816,-121.701,2380,92007,438410,94387,2810,19,19
4,1.75,2040,3570,1,0,0,4,7,1020,1020,47.5754,-122.288,1790,4206,5610,5996,2040,97,97
2,1.75,1530,7020,1,0,0,3,7,1030,500,47.6465,-122.395,2090,6600,8550,8690,1530,72,72
2,1,1090,3160,1,0,0,3,7,840,250,47.6385,-122.344,1070,3160,4250,4230,1090,88,88
4,2,1520,6200,1,0,0,3,7,1520,0,47.678,-122.269,1910,6200,7720,8110,1520,69,69
3,1,1610,11250,1,0,0,3,7,1090,520,47.7391,-122.256,2040,10692,12860,12732,1610,39,39
5,3.75,3880,8370,2,0,0,4,7,3880,0,47.4811,-122.179,2160,4651,12250,6811,3880,10,10
3,2,1750,5750,1,0,2,5,7,870,880,47.5579,-122.384,1750,5750,7500,7500,1750,59,59
4,2.75,2140,8100,2,0,0,4,7,2140,0,47.3075,-122.359,1960,7002,10240,8962,2140,24,24
2,1,1190,5000,1,0,0,3,7,1190,0,47.5717,-122.382,1600,5000,6190,6600,1190,90,90
2,1,1080,3500,1,0,3,3,7,1080,0,47.6667,-122.356,1790,4000,4580,5790,1080,90,90
3,1,1250,4620,1,0,0,4,7,1150,100,47.651,-122.341,1900,4400,5870,6300,1250,114,114
3,1.5,1280,4452,2,0,0,3,6,1280,0,47.3344,-122.216,1070,4366,5732,5436,1280,29,29
3,2.5,1940,8347,2,0,0,3,8,1940,0,47.3654,-122.164,1940,7131,10287,9071,1940,24,24
3,1.5,2050,6384,1,0,0,3,7,1350,700,47.5325,-122.378,1590,7214,8434,8804,2050,56,56
3,1.5,1780,23819,1,0,0,3,7,1780,0,47.4912,-122.312,1130,14450,25599,15580,1780,61,61
3,2,1760,43575,1,0,0,3,7,1160,600,47.3565,-121.94,1760,46038,45335,47798,1760,26,26
3,2.25,1670,9500,1,0,0,3,7,1170,500,47.7253,-122.309,1470,9500,11170,10970,1670,37,37
2,1.75,1480,5120,1,0,0,4,6,840,640,47.558,-122.392,1090,5120,6600,6210,1480,63,63
2,2,890,5000,1,0,0,3,6,890,0,47.5158,-122.264,1860,5000,5890,6860,890,97,97
3,3,1730,1074,3,0,0,3,8,1730,0,47.6692,-122.392,1370,1185,2804,2555,1730,9,9
4,1.75,1590,7920,2,0,0,4,7,1590,0,47.7456,-122.336,1720,7998,9510,9718,1590,54,54
3,2.25,1970,11088,1,0,0,4,8,1180,790,47.7651,-122.277,1970,10470,13058,12440,1970,47,47
3,2.25,2300,15952,1,0,0,4,8,1150,1150,47.6322,-122.232,2200,14284,18252,16484,2300,51,51
3,1.75,1810,7200,1,0,0,5,7,1030,780,47.4993,-122.364,1950,8384,9010,10334,1810,56,56
2,1,710,1157,2,0,0,4,7,710,0,47.6413,-122.329,1370,1173,1867,2543,710,71,71
4,2.25,2110,12653,2,0,0,4,8,2110,0,47.536,-122.225,2350,10980,14763,13330,2110,42,42
5,1.75,1720,14040,1,0,0,4,8,1150,570,47.7365,-122.339,1750,7800,15760,9550,1720,59,59
4,2.5,2500,10215,2,0,0,3,9,2500,0,47.5912,-121.986,2890,10240,12715,13130,2500,17,17
2,1,1270,5000,1,0,0,3,8,1090,180,47.6828,-122.393,1640,5000,6270,6640,1270,65,65
2,1,710,4000,1,0,0,3,6,710,0,47.5535,-122.269,960,4000,4710,4960,710,105,105
4,3,2720,7570,2,0,0,3,9,2720,0,47.7113,-122.349,1770,5705,10290,7475,2720,7,7
4,2.5,3120,5001,2,0,0,3,9,3120,0,47.2779,-122.349,3120,5244,8121,8364,3120,10,10
3,1.75,1820,8813,2,0,0,3,7,1820,0,47.2622,-122.303,1780,7349,10633,9129,1820,20,20
4,1,1070,5750,1,0,0,3,6,870,200,47.564,-122.379,1270,5750,6820,7020,1070,92,92
2,1,830,8000,1,0,0,3,6,830,0,47.4215,-122.318,1300,8000,8830,9300,830,60,60
2,1,1700,6718,1,0,2,3,7,1230,470,47.4131,-122.331,2040,7500,8418,9540,1700,59,59
3,2,2250,2975,2,0,0,4,9,1880,370,47.6289,-122.309,2690,4800,5225,7490,2250,109,109
4,1.5,1540,7300,2,0,0,3,7,1540,0,47.3317,-122.276,1580,7650,8840,9230,1540,42,42
3,3.25,1720,936,2,0,0,3,8,1030,690,47.6201,-122.309,1720,1527,2656,3247,1720,10,10
2,1,880,5500,1,0,0,3,6,880,0,47.5573,-122.289,1080,5500,6380,6580,880,110,110
6,2.5,3596,13700,1,0,0,5,8,1798,1798,47.4388,-122.339,1894,10500,17296,12394,3596,51,51
4,3.5,3370,435600,2,0,3,3,9,3370,0,47.4398,-121.738,2790,114868,438970,117658,3370,9,9
4,3.25,5370,20388,2,0,4,4,11,5370,0,47.405,-122.331,2770,22270,25758,25040,5370,24,24
4,1.75,1920,3600,2,0,0,4,8,1920,0,47.6382,-122.368,1920,3600,5520,5520,1920,107,107
2,1.75,1170,8200,1,0,0,4,6,780,390,47.3263,-122.305,1780,9020,9370,10800,1170,78,78
4,3,2820,2850,1,0,0,5,7,1860,960,47.6813,-122.367,1570,4500,5670,6070,2820,86,86
5,2.75,3260,11700,1,0,0,3,8,1630,1630,47.6169,-122.104,2860,11700,14960,14560,3260,50,50
2,1.75,1090,1950,1,0,0,4,8,1090,0,47.3782,-122.319,1360,3426,3040,4786,1090,33,33
3,1.5,1110,9762,1,0,0,4,7,1110,0,47.676,-122.15,1900,9720,10872,11620,1110,51,51
4,3,2060,9138,1,0,0,3,8,1430,630,47.321,-122.185,2250,7820,11198,10070,2060,23,23
3,2.25,1640,1873,3,0,0,3,8,1640,0,47.6196,-122.297,1640,3920,3513,5560,1640,0,0
4,3,1990,6180,2,0,0,3,7,1990,0,47.3083,-122.36,1910,6180,8170,8090,1990,24,24
4,1,1130,8308,1,0,0,4,6,1130,0,47.4669,-122.355,1130,8652,9438,9782,1130,71,71
4,2.75,3620,35429,2,0,0,3,10,3620,0,47.4238,-122.098,3310,54193,39049,57503,3620,9,9
3,1.75,2310,7680,1,0,0,4,8,1410,900,47.3743,-122.285,2080,7680,9990,9760,2310,37,37
3,1,1510,6000,1,0,0,3,8,1170,340,47.5168,-122.285,1125,6000,7510,7125,1510,62,62
4,2.5,3060,5000,2,0,0,3,9,3060,0,47.5395,-122.188,2870,5548,8060,8418,3060,8,8
3,3.25,1380,1121,3,0,0,3,8,1380,0,47.6617,-122.349,1310,1405,2501,2715,1380,6,6
5,1.75,2110,5000,1,0,0,4,7,1250,860,47.6745,-122.287,1720,5000,7110,6720,2110,69,69
4,2.5,2100,8400,1,0,0,4,7,1240,860,47.735,-122.17,1980,8610,10500,10590,2100,38,38
4,2.5,3880,14550,2,0,0,3,10,3880,0,47.6378,-122.04,3240,14045,18430,17285,3880,27,27
3,1.5,1810,8232,1,0,0,3,8,1810,0,47.3195,-122.273,2260,8491,10042,10751,1810,27,27
2,1,1210,9375,1,0,1,4,7,1210,0,47.3865,-122.322,1680,8400,10585,10080,1210,62,62
3,1.5,1280,7742,1,0,0,3,7,1280,0,47.3323,-122.276,1566,7696,9022,9262,1280,41,41
4,3,2660,4600,1,0,0,3,8,1820,840,47.6258,-122.305,2350,4600,7260,6950,2660,109,13
3,1.5,1760,6723,1,0,0,3,7,1160,600,47.5514,-122.266,2080,8965,8483,11045,1760,56,56
3,2.25,2240,9542,1,0,1,3,7,1190,1050,47.3995,-122.318,2080,9542,11782,11622,2240,35,35
3,2.75,2810,18731,2,1,4,4,10,2810,0,47.6361,-122.093,3120,14810,21541,17930,2810,40,40
4,1.75,1630,6120,1,0,0,5,7,980,650,47.6821,-122.31,1630,4080,7750,5710,1630,96,96
2,2.25,2770,11884,1,0,3,4,8,1570,1200,47.5098,-122.474,2310,17097,14654,19407,2770,45,45
4,2,1950,8040,1,0,0,3,7,1950,0,47.7074,-122.29,1950,8092,9990,10042,1950,53,53
4,1,1200,7200,1,0,0,3,6,1200,0,47.4951,-122.248,1070,6050,8400,7120,1200,70,70
3,2.25,1530,1396,2,0,0,3,8,1240,290,47.666,-122.367,1690,2500,2926,4190,1530,7,7
4,2.5,3250,235063,1,0,2,3,9,3250,0,47.2582,-122.113,1600,44287,238313,45887,3250,41,41
4,3.5,3310,4684,2,0,0,3,9,2290,1020,47.579,-122.389,1850,4750,7994,6600,3310,0,0
2,1,560,7560,1,0,0,3,6,560,0,47.5271,-122.375,990,7560,8120,8550,560,70,70
